pop1	pop2	FST	fst_slope	outlier_slope
Mariola_Spain	Wytham_UK	0.0153665	-0.0293883173049838	-0.138994898961604
Mariola_Spain	Zurich_Switzerland	0.017841	-0.037439376877522	-0.787363760231088
Mariola_Spain	Zvenigorod_Russia	0.0139349	-0.0165206369440189	-0.016801694603133
Montpellier_France	Oulu_Finland	0.010544	0.00187548509198427	-0.0203258282583629
Montpellier_France	Pilis_Mountains_Hungary	0.00625984	-0.000545707411298894	-0.0306106262872297
Montpellier_France	Pirio_Muro_Corsica	0.0338196	-0.0323289806901163	-0.0327873252479839
Montpellier_France	Radolfzell_Germany	0.0115134	0.0138055002046626	0.051892056223052
Montpellier_France	Romania	0.00483424	0.0127380394024853	-0.0149527652644979
Montpellier_France	Sardinia	0.0536943	-0.0338643698146681	-0.296812819431201
Montpellier_France	Seewisen_Germany	0.00878541	0.00268557510949001	-0.217181568327356
Montpellier_France	Tartu_Estonia	0.00660714	-0.00729592378772229	-0.103951718705938
Montpellier_France	Turkey	0.00726823	0.00330472927281476	0.0368010948551928
Montpellier_France	Velky_Kosir_Czech_Republic	0.00833266	0.0042241532113036	0.0304257520845708
Montpellier_France	Vienna_Austria	0.00604558	0.00658266620802455	0.00481099482895961
Montpellier_France	Vlieland_NL	0.0144996	0.00523791885633294	0.0218196218435043
Montpellier_France	Westerheide	0.00687121	-0.0248103240847595	-0.206126929894108
Montpellier_France	Wytham_UK	0.0095985	-0.0500679989823915	-0.823330954724486
Montpellier_France	Zurich_Switzerland	0.010623	0.0232604865250598	0.027589757485554
Montpellier_France	Zvenigorod_Russia	0.00634823	0.021564241232231	0.0360060888155378
Oulu_Finland	Pilis_Mountains_Hungary	0.00493938	-0.0121548291366076	-0.0780789376310239
Oulu_Finland	Pirio_Muro_Corsica	0.0332775	-0.0512194605234572	-0.655154686210397
Oulu_Finland	Radolfzell_Germany	0.0106092	-0.0165018084322565	0.0141250811948832
Oulu_Finland	Romania	0.00387077	0.0199483120953828	0.0327312121687504
Oulu_Finland	Sardinia	0.053572	-0.0425492857941224	-0.138861288468486
Oulu_Finland	Seewisen_Germany	0.00759129	-0.00159166111201955	-0.0134052497600983
Oulu_Finland	Tartu_Estonia	0.00528012	-0.00164959343408513	0.0256336326205069
Oulu_Finland	Turkey	0.00625972	0.00467199907872327	0.0278045967326665
Oulu_Finland	Velky_Kosir_Czech_Republic	0.00726144	-0.0209891095662882	-0.186781937289194
Oulu_Finland	Vienna_Austria	0.00478058	-0.00215473628554075	0.0276835797621019
Oulu_Finland	Vlieland_NL	0.0135997	-0.00447355619520369	0.0180101594713744
Oulu_Finland	Westerheide	0.00567999	-0.0314912858112961	-0.539372619822603
Oulu_Finland	Wytham_UK	0.00835883	-0.0332759606209988	-0.592651222580602
Oulu_Finland	Zurich_Switzerland	0.00949567	-0.0115246456975158	-0.0998188144787248
Oulu_Finland	Zvenigorod_Russia	0.00509357	-0.000764741346579921	-0.00469269835243399
Pilis_Mountains_Hungary	Pirio_Muro_Corsica	0.0293941	-0.0507222098045804	-0.325442727613302
Pilis_Mountains_Hungary	Radolfzell_Germany	0.00611992	0.00312820650010832	-0.0115932725580367
Pilis_Mountains_Hungary	Romania	-0.000536613	0.0262488852052698	0.0507318397259801
Pilis_Mountains_Hungary	Sardinia	0.0495722	-0.0381840859383847	-0.280636457506031
Pilis_Mountains_Hungary	Seewisen_Germany	0.00313468	0.0098765025356246	0.0236353369558988
Pilis_Mountains_Hungary	Tartu_Estonia	0.000922981	0.0172989637145147	-0.0140502270738459
Pilis_Mountains_Hungary	Turkey	0.00137535	0.0123549795950163	0.0236136787764691
Pilis_Mountains_Hungary	Velky_Kosir_Czech_Republic	0.00271703	0.00137652063346623	-0.0371326307983925
Pilis_Mountains_Hungary	Vienna_Austria	0.000416287	0.0226424122302506	0.0340161842263741
Pilis_Mountains_Hungary	Vlieland_NL	0.00922641	-0.006096585253397	-0.00500621618231903
Pilis_Mountains_Hungary	Westerheide	0.001225	-0.0105207619175783	-0.244290267192073
Pilis_Mountains_Hungary	Wytham_UK	0.00396003	-0.0388973084897791	-0.791312235436463
Pilis_Mountains_Hungary	Zurich_Switzerland	0.00509842	-0.00172978526397609	-0.0588101040250551
Pilis_Mountains_Hungary	Zvenigorod_Russia	0.000660433	0.00806238103866091	-0.028576966537521
Pirio_Muro_Corsica	Radolfzell_Germany	0.0349742	-0.0581629810679983	-0.302427178821392
Pirio_Muro_Corsica	Romania	0.032471	-0.00238343793400946	-0.023753277097635
Pirio_Muro_Corsica	Sardinia	0.0489079	-0.021216575236964	-0.362978466518287
Pirio_Muro_Corsica	Seewisen_Germany	0.0313509	-0.0519632688373515	-0.224246099411782
Pirio_Muro_Corsica	Tartu_Estonia	0.0293597	-0.0556448567430591	-0.247465354138169
Pirio_Muro_Corsica	Turkey	0.0321916	-0.0202711098035116	-0.0659158591194879
Pirio_Muro_Corsica	Velky_Kosir_Czech_Republic	0.031439	-0.0424995014134254	-0.200811669477981
Pirio_Muro_Corsica	Vienna_Austria	0.029255	-0.0380753936476243	-0.24091422392409
Pirio_Muro_Corsica	Vlieland_NL	0.0380812	-0.0216248369100827	-0.160274177408451
Pirio_Muro_Corsica	Westerheide	0.0290759	-0.0557414545686668	-0.420689939417487
Pirio_Muro_Corsica	Wytham_UK	0.031464	-0.0570864713059524	-0.417607594743384
Pirio_Muro_Corsica	Zurich_Switzerland	0.0338202	-0.0341864089348771	-0.0589272980847428
Pirio_Muro_Corsica	Zvenigorod_Russia	0.0306294	-0.0403802063343012	-0.194808243519897
Radolfzell_Germany	Romania	0.00532222	0.0396673655759531	0.0717055911794049
Radolfzell_Germany	Sardinia	0.0553772	-0.0335012051236758	-0.481614112259824
Radolfzell_Germany	Seewisen_Germany	0.00848076	-0.00573800689490795	0.00670539068089965
Radolfzell_Germany	Tartu_Estonia	0.00629672	0.00946916754282431	0.0497987166528499
Radolfzell_Germany	Turkey	0.00697336	0.0181954140679251	0.0341169451637139
Radolfzell_Germany	Velky_Kosir_Czech_Republic	0.00803154	0.00475086405008323	0.031186647659432
Radolfzell_Germany	Vienna_Austria	0.00579725	0.0172979170110507	-0.0230368068594611
Radolfzell_Germany	Vlieland_NL	0.0145619	-0.00781586572646626	-0.263216402775373
Radolfzell_Germany	Westerheide	0.00662938	-0.00576549526579936	-0.0746957828652738
Radolfzell_Germany	Wytham_UK	0.00908041	-0.0243553504671504	-0.300145240852098
Radolfzell_Germany	Zurich_Switzerland	0.0102976	0.00439811693589687	-0.00511690295795232
Radolfzell_Germany	Zvenigorod_Russia	0.00624554	-0.0163170933564867	-0.11887689514556
Romania	Sardinia	0.0530194	-0.0158264004432668	-0.263039637243985
Romania	Seewisen_Germany	0.00210764	0.026277864479476	0.0217856905243767
Romania	Tartu_Estonia	-0.00053305	0.011238762555827	0.0340231511862281
Romania	Turkey	-0.00285211	-0.000335193018690107	-0.0337626302016878
Romania	Velky_Kosir_Czech_Republic	0.00168857	0.0218963000030555	0.0711691521097548
